codice_gestione,codice_voce,macro_area,macro_categoria
PRO,1.07.01.01.001,Spese correnti,Interessi passivi
REG,1.07.01.01.001,Spese correnti,Interessi passivi
SP1,1.07.01.01.001,Spese correnti,Interessi passivi
SP3,1.07.01.01.001,Spese correnti,Interessi passivi
SP8,1.07.01.01.001,Spese correnti,Interessi passivi
EPF,1.07.01.01.002,Spese correnti,Interessi passivi
MON,1.07.01.01.002,Spese correnti,Interessi passivi
PRO,1.07.01.01.002,Spese correnti,Interessi passivi
REG,1.07.01.01.002,Spese correnti,Interessi passivi
SP1,1.07.01.01.002,Spese correnti,Interessi passivi
SP3,1.07.01.01.002,Spese correnti,Interessi passivi
SP8,1.07.01.01.002,Spese correnti,Interessi passivi
EPF,1.07.02.01.001,Spese correnti,Interessi passivi
MON,1.07.02.01.001,Spese correnti,Interessi passivi
PRO,1.07.02.01.001,Spese correnti,Interessi passivi
REG,1.07.02.01.001,Spese correnti,Interessi passivi
SP1,1.07.02.01.001,Spese correnti,Interessi passivi
SP3,1.07.02.01.001,Spese correnti,Interessi passivi
SP8,1.07.02.01.001,Spese correnti,Interessi passivi
EPF,1.07.02.01.002,Spese correnti,Interessi passivi
MON,1.07.02.01.002,Spese correnti,Interessi passivi
PRO,1.07.02.01.002,Spese correnti,Interessi passivi
REG,1.07.02.01.002,Spese correnti,Interessi passivi
SP1,1.07.02.01.002,Spese correnti,Interessi passivi
SP3,1.07.02.01.002,Spese correnti,Interessi passivi
SP8,1.07.02.01.002,Spese correnti,Interessi passivi
EPF,1.07.02.02.001,Spese correnti,Interessi passivi
MON,1.07.02.02.001,Spese correnti,Interessi passivi
PRO,1.07.02.02.001,Spese correnti,Interessi passivi
REG,1.07.02.02.001,Spese correnti,Interessi passivi
SP1,1.07.02.02.001,Spese correnti,Interessi passivi
SP3,1.07.02.02.001,Spese correnti,Interessi passivi
SP8,1.07.02.02.001,Spese correnti,Interessi passivi
EPF,1.07.02.02.002,Spese correnti,Interessi passivi
MON,1.07.02.02.002,Spese correnti,Interessi passivi
PRO,1.07.02.02.002,Spese correnti,Interessi passivi
REG,1.07.02.02.002,Spese correnti,Interessi passivi
SP1,1.07.02.02.002,Spese correnti,Interessi passivi
SP3,1.07.02.02.002,Spese correnti,Interessi passivi
SP8,1.07.02.02.002,Spese correnti,Interessi passivi
AAI,1.07.04.01.001,Spese correnti,Interessi passivi
ASP,1.07.04.01.001,Spese correnti,Interessi passivi
EPF,1.07.04.01.001,Spese correnti,Interessi passivi
FLS,1.07.04.01.001,Spese correnti,Interessi passivi
MON,1.07.04.01.001,Spese correnti,Interessi passivi
PRO,1.07.04.01.001,Spese correnti,Interessi passivi
REG,1.07.04.01.001,Spese correnti,Interessi passivi
SP1,1.07.04.01.001,Spese correnti,Interessi passivi
SP3,1.07.04.01.001,Spese correnti,Interessi passivi
SP8,1.07.04.01.001,Spese correnti,Interessi passivi
VCE,1.07.04.01.001,Spese correnti,Interessi passivi
VCF,1.07.04.01.001,Spese correnti,Interessi passivi
AAI,1.07.04.01.002,Spese correnti,Interessi passivi
ASP,1.07.04.01.002,Spese correnti,Interessi passivi
EPF,1.07.04.01.002,Spese correnti,Interessi passivi
FLS,1.07.04.01.002,Spese correnti,Interessi passivi
MON,1.07.04.01.002,Spese correnti,Interessi passivi
PRO,1.07.04.01.002,Spese correnti,Interessi passivi
REG,1.07.04.01.002,Spese correnti,Interessi passivi
SP1,1.07.04.01.002,Spese correnti,Interessi passivi
SP3,1.07.04.01.002,Spese correnti,Interessi passivi
SP8,1.07.04.01.002,Spese correnti,Interessi passivi
VCE,1.07.04.01.002,Spese correnti,Interessi passivi
VCF,1.07.04.01.002,Spese correnti,Interessi passivi
AAI,1.07.04.01.003,Spese correnti,Interessi passivi
ASP,1.07.04.01.003,Spese correnti,Interessi passivi
EPF,1.07.04.01.003,Spese correnti,Interessi passivi
FLS,1.07.04.01.003,Spese correnti,Interessi passivi
MON,1.07.04.01.003,Spese correnti,Interessi passivi
PRO,1.07.04.01.003,Spese correnti,Interessi passivi
REG,1.07.04.01.003,Spese correnti,Interessi passivi
SP1,1.07.04.01.003,Spese correnti,Interessi passivi
SP3,1.07.04.01.003,Spese correnti,Interessi passivi
SP8,1.07.04.01.003,Spese correnti,Interessi passivi
VCE,1.07.04.01.003,Spese correnti,Interessi passivi
VCF,1.07.04.01.003,Spese correnti,Interessi passivi
AAI,1.07.04.01.004,Spese correnti,Interessi passivi
ASP,1.07.04.01.004,Spese correnti,Interessi passivi
EPF,1.07.04.01.004,Spese correnti,Interessi passivi
FLS,1.07.04.01.004,Spese correnti,Interessi passivi
MON,1.07.04.01.004,Spese correnti,Interessi passivi
PRO,1.07.04.01.004,Spese correnti,Interessi passivi
REG,1.07.04.01.004,Spese correnti,Interessi passivi
SP1,1.07.04.01.004,Spese correnti,Interessi passivi
SP3,1.07.04.01.004,Spese correnti,Interessi passivi
SP8,1.07.04.01.004,Spese correnti,Interessi passivi
VCE,1.07.04.01.004,Spese correnti,Interessi passivi
VCF,1.07.04.01.004,Spese correnti,Interessi passivi
AAI,1.07.04.01.005,Spese correnti,Interessi passivi
ASP,1.07.04.01.005,Spese correnti,Interessi passivi
EPF,1.07.04.01.005,Spese correnti,Interessi passivi
FLS,1.07.04.01.005,Spese correnti,Interessi passivi
MON,1.07.04.01.005,Spese correnti,Interessi passivi
PRO,1.07.04.01.005,Spese correnti,Interessi passivi
REG,1.07.04.01.005,Spese correnti,Interessi passivi
SP1,1.07.04.01.005,Spese correnti,Interessi passivi
SP3,1.07.04.01.005,Spese correnti,Interessi passivi
SP8,1.07.04.01.005,Spese correnti,Interessi passivi
VCE,1.07.04.01.005,Spese correnti,Interessi passivi
VCF,1.07.04.01.005,Spese correnti,Interessi passivi
AAI,1.07.04.01.006,Spese correnti,Interessi passivi
ASP,1.07.04.01.006,Spese correnti,Interessi passivi
EPF,1.07.04.01.006,Spese correnti,Interessi passivi
FLS,1.07.04.01.006,Spese correnti,Interessi passivi
MON,1.07.04.01.006,Spese correnti,Interessi passivi
PRO,1.07.04.01.006,Spese correnti,Interessi passivi
REG,1.07.04.01.006,Spese correnti,Interessi passivi
SP1,1.07.04.01.006,Spese correnti,Interessi passivi
SP3,1.07.04.01.006,Spese correnti,Interessi passivi
SP8,1.07.04.01.006,Spese correnti,Interessi passivi
VCE,1.07.04.01.006,Spese correnti,Interessi passivi
VCF,1.07.04.01.006,Spese correnti,Interessi passivi
AAI,1.07.04.01.007,Spese correnti,Interessi passivi
ASP,1.07.04.01.007,Spese correnti,Interessi passivi
EPF,1.07.04.01.007,Spese correnti,Interessi passivi
FLS,1.07.04.01.007,Spese correnti,Interessi passivi
MON,1.07.04.01.007,Spese correnti,Interessi passivi
PRO,1.07.04.01.007,Spese correnti,Interessi passivi
REG,1.07.04.01.007,Spese correnti,Interessi passivi
SP1,1.07.04.01.007,Spese correnti,Interessi passivi
SP3,1.07.04.01.007,Spese correnti,Interessi passivi
SP8,1.07.04.01.007,Spese correnti,Interessi passivi
VCE,1.07.04.01.007,Spese correnti,Interessi passivi
VCF,1.07.04.01.007,Spese correnti,Interessi passivi
AAI,1.07.04.01.008,Spese correnti,Interessi passivi
ASP,1.07.04.01.008,Spese correnti,Interessi passivi
EPF,1.07.04.01.008,Spese correnti,Interessi passivi
FLS,1.07.04.01.008,Spese correnti,Interessi passivi
MON,1.07.04.01.008,Spese correnti,Interessi passivi
PRO,1.07.04.01.008,Spese correnti,Interessi passivi
REG,1.07.04.01.008,Spese correnti,Interessi passivi
SP1,1.07.04.01.008,Spese correnti,Interessi passivi
SP3,1.07.04.01.008,Spese correnti,Interessi passivi
SP8,1.07.04.01.008,Spese correnti,Interessi passivi
VCE,1.07.04.01.008,Spese correnti,Interessi passivi
VCF,1.07.04.01.008,Spese correnti,Interessi passivi
AAI,1.07.04.01.009,Spese correnti,Interessi passivi
ASP,1.07.04.01.009,Spese correnti,Interessi passivi
EPF,1.07.04.01.009,Spese correnti,Interessi passivi
FLS,1.07.04.01.009,Spese correnti,Interessi passivi
MON,1.07.04.01.009,Spese correnti,Interessi passivi
PRO,1.07.04.01.009,Spese correnti,Interessi passivi
REG,1.07.04.01.009,Spese correnti,Interessi passivi
SP1,1.07.04.01.009,Spese correnti,Interessi passivi
SP3,1.07.04.01.009,Spese correnti,Interessi passivi
SP8,1.07.04.01.009,Spese correnti,Interessi passivi
VCE,1.07.04.01.009,Spese correnti,Interessi passivi
VCF,1.07.04.01.009,Spese correnti,Interessi passivi
AAI,1.07.04.01.010,Spese correnti,Interessi passivi
ASP,1.07.04.01.010,Spese correnti,Interessi passivi
EPF,1.07.04.01.010,Spese correnti,Interessi passivi
FLS,1.07.04.01.010,Spese correnti,Interessi passivi
MON,1.07.04.01.010,Spese correnti,Interessi passivi
PRO,1.07.04.01.010,Spese correnti,Interessi passivi
REG,1.07.04.01.010,Spese correnti,Interessi passivi
SP1,1.07.04.01.010,Spese correnti,Interessi passivi
SP3,1.07.04.01.010,Spese correnti,Interessi passivi
SP8,1.07.04.01.010,Spese correnti,Interessi passivi
VCE,1.07.04.01.010,Spese correnti,Interessi passivi
VCF,1.07.04.01.010,Spese correnti,Interessi passivi
AAI,1.07.04.01.011,Spese correnti,Interessi passivi
ASP,1.07.04.01.011,Spese correnti,Interessi passivi
EPF,1.07.04.01.011,Spese correnti,Interessi passivi
FLS,1.07.04.01.011,Spese correnti,Interessi passivi
MON,1.07.04.01.011,Spese correnti,Interessi passivi
PRO,1.07.04.01.011,Spese correnti,Interessi passivi
REG,1.07.04.01.011,Spese correnti,Interessi passivi
SP1,1.07.04.01.011,Spese correnti,Interessi passivi
SP3,1.07.04.01.011,Spese correnti,Interessi passivi
SP8,1.07.04.01.011,Spese correnti,Interessi passivi
VCE,1.07.04.01.011,Spese correnti,Interessi passivi
VCF,1.07.04.01.011,Spese correnti,Interessi passivi
AAI,1.07.04.01.012,Spese correnti,Interessi passivi
ASP,1.07.04.01.012,Spese correnti,Interessi passivi
EPF,1.07.04.01.012,Spese correnti,Interessi passivi
FLS,1.07.04.01.012,Spese correnti,Interessi passivi
MON,1.07.04.01.012,Spese correnti,Interessi passivi
PRO,1.07.04.01.012,Spese correnti,Interessi passivi
REG,1.07.04.01.012,Spese correnti,Interessi passivi
SP1,1.07.04.01.012,Spese correnti,Interessi passivi
SP3,1.07.04.01.012,Spese correnti,Interessi passivi
SP8,1.07.04.01.012,Spese correnti,Interessi passivi
VCE,1.07.04.01.012,Spese correnti,Interessi passivi
VCF,1.07.04.01.012,Spese correnti,Interessi passivi
AAI,1.07.04.01.013,Spese correnti,Interessi passivi
ASP,1.07.04.01.013,Spese correnti,Interessi passivi
EPF,1.07.04.01.013,Spese correnti,Interessi passivi
FLS,1.07.04.01.013,Spese correnti,Interessi passivi
MON,1.07.04.01.013,Spese correnti,Interessi passivi
PRO,1.07.04.01.013,Spese correnti,Interessi passivi
REG,1.07.04.01.013,Spese correnti,Interessi passivi
SP1,1.07.04.01.013,Spese correnti,Interessi passivi
SP3,1.07.04.01.013,Spese correnti,Interessi passivi
SP8,1.07.04.01.013,Spese correnti,Interessi passivi
VCE,1.07.04.01.013,Spese correnti,Interessi passivi
VCF,1.07.04.01.013,Spese correnti,Interessi passivi
AAI,1.07.04.01.999,Spese correnti,Interessi passivi
ASP,1.07.04.01.999,Spese correnti,Interessi passivi
EPF,1.07.04.01.999,Spese correnti,Interessi passivi
FLS,1.07.04.01.999,Spese correnti,Interessi passivi
MON,1.07.04.01.999,Spese correnti,Interessi passivi
PRO,1.07.04.01.999,Spese correnti,Interessi passivi
REG,1.07.04.01.999,Spese correnti,Interessi passivi
SP1,1.07.04.01.999,Spese correnti,Interessi passivi
SP3,1.07.04.01.999,Spese correnti,Interessi passivi
SP8,1.07.04.01.999,Spese correnti,Interessi passivi
VCE,1.07.04.01.999,Spese correnti,Interessi passivi
VCF,1.07.04.01.999,Spese correnti,Interessi passivi
AAI,1.07.04.02.001,Spese correnti,Interessi passivi
ASP,1.07.04.02.001,Spese correnti,Interessi passivi
EPF,1.07.04.02.001,Spese correnti,Interessi passivi
FLS,1.07.04.02.001,Spese correnti,Interessi passivi
MON,1.07.04.02.001,Spese correnti,Interessi passivi
PRO,1.07.04.02.001,Spese correnti,Interessi passivi
REG,1.07.04.02.001,Spese correnti,Interessi passivi
SP1,1.07.04.02.001,Spese correnti,Interessi passivi
SP3,1.07.04.02.001,Spese correnti,Interessi passivi
SP8,1.07.04.02.001,Spese correnti,Interessi passivi
VCE,1.07.04.02.001,Spese correnti,Interessi passivi
VCF,1.07.04.02.001,Spese correnti,Interessi passivi
AAI,1.07.04.02.002,Spese correnti,Interessi passivi
ASP,1.07.04.02.002,Spese correnti,Interessi passivi
EPF,1.07.04.02.002,Spese correnti,Interessi passivi
FLS,1.07.04.02.002,Spese correnti,Interessi passivi
MON,1.07.04.02.002,Spese correnti,Interessi passivi
PRO,1.07.04.02.002,Spese correnti,Interessi passivi
REG,1.07.04.02.002,Spese correnti,Interessi passivi
SP1,1.07.04.02.002,Spese correnti,Interessi passivi
SP3,1.07.04.02.002,Spese correnti,Interessi passivi
SP8,1.07.04.02.002,Spese correnti,Interessi passivi
VCE,1.07.04.02.002,Spese correnti,Interessi passivi
VCF,1.07.04.02.002,Spese correnti,Interessi passivi
AAI,1.07.04.02.003,Spese correnti,Interessi passivi
ASP,1.07.04.02.003,Spese correnti,Interessi passivi
EPF,1.07.04.02.003,Spese correnti,Interessi passivi
FLS,1.07.04.02.003,Spese correnti,Interessi passivi
MON,1.07.04.02.003,Spese correnti,Interessi passivi
PRO,1.07.04.02.003,Spese correnti,Interessi passivi
REG,1.07.04.02.003,Spese correnti,Interessi passivi
SP1,1.07.04.02.003,Spese correnti,Interessi passivi
SP3,1.07.04.02.003,Spese correnti,Interessi passivi
SP8,1.07.04.02.003,Spese correnti,Interessi passivi
VCE,1.07.04.02.003,Spese correnti,Interessi passivi
VCF,1.07.04.02.003,Spese correnti,Interessi passivi
AAI,1.07.04.02.004,Spese correnti,Interessi passivi
ASP,1.07.04.02.004,Spese correnti,Interessi passivi
EPF,1.07.04.02.004,Spese correnti,Interessi passivi
FLS,1.07.04.02.004,Spese correnti,Interessi passivi
MON,1.07.04.02.004,Spese correnti,Interessi passivi
PRO,1.07.04.02.004,Spese correnti,Interessi passivi
REG,1.07.04.02.004,Spese correnti,Interessi passivi
SP1,1.07.04.02.004,Spese correnti,Interessi passivi
SP3,1.07.04.02.004,Spese correnti,Interessi passivi
SP8,1.07.04.02.004,Spese correnti,Interessi passivi
VCE,1.07.04.02.004,Spese correnti,Interessi passivi
VCF,1.07.04.02.004,Spese correnti,Interessi passivi
AAI,1.07.04.02.005,Spese correnti,Interessi passivi
ASP,1.07.04.02.005,Spese correnti,Interessi passivi
EPF,1.07.04.02.005,Spese correnti,Interessi passivi
FLS,1.07.04.02.005,Spese correnti,Interessi passivi
MON,1.07.04.02.005,Spese correnti,Interessi passivi
PRO,1.07.04.02.005,Spese correnti,Interessi passivi
REG,1.07.04.02.005,Spese correnti,Interessi passivi
SP1,1.07.04.02.005,Spese correnti,Interessi passivi
SP3,1.07.04.02.005,Spese correnti,Interessi passivi
SP8,1.07.04.02.005,Spese correnti,Interessi passivi
VCE,1.07.04.02.005,Spese correnti,Interessi passivi
VCF,1.07.04.02.005,Spese correnti,Interessi passivi
AAI,1.07.04.02.006,Spese correnti,Interessi passivi
ASP,1.07.04.02.006,Spese correnti,Interessi passivi
EPF,1.07.04.02.006,Spese correnti,Interessi passivi
FLS,1.07.04.02.006,Spese correnti,Interessi passivi
MON,1.07.04.02.006,Spese correnti,Interessi passivi
PRO,1.07.04.02.006,Spese correnti,Interessi passivi
REG,1.07.04.02.006,Spese correnti,Interessi passivi
SP1,1.07.04.02.006,Spese correnti,Interessi passivi
SP3,1.07.04.02.006,Spese correnti,Interessi passivi
SP8,1.07.04.02.006,Spese correnti,Interessi passivi
VCE,1.07.04.02.006,Spese correnti,Interessi passivi
VCF,1.07.04.02.006,Spese correnti,Interessi passivi
AAI,1.07.04.02.007,Spese correnti,Interessi passivi
ASP,1.07.04.02.007,Spese correnti,Interessi passivi
EPF,1.07.04.02.007,Spese correnti,Interessi passivi
FLS,1.07.04.02.007,Spese correnti,Interessi passivi
MON,1.07.04.02.007,Spese correnti,Interessi passivi
PRO,1.07.04.02.007,Spese correnti,Interessi passivi
REG,1.07.04.02.007,Spese correnti,Interessi passivi
SP1,1.07.04.02.007,Spese correnti,Interessi passivi
SP3,1.07.04.02.007,Spese correnti,Interessi passivi
SP8,1.07.04.02.007,Spese correnti,Interessi passivi
VCE,1.07.04.02.007,Spese correnti,Interessi passivi
VCF,1.07.04.02.007,Spese correnti,Interessi passivi
AAI,1.07.04.02.008,Spese correnti,Interessi passivi
ASP,1.07.04.02.008,Spese correnti,Interessi passivi
EPF,1.07.04.02.008,Spese correnti,Interessi passivi
FLS,1.07.04.02.008,Spese correnti,Interessi passivi
MON,1.07.04.02.008,Spese correnti,Interessi passivi
PRO,1.07.04.02.008,Spese correnti,Interessi passivi
REG,1.07.04.02.008,Spese correnti,Interessi passivi
SP1,1.07.04.02.008,Spese correnti,Interessi passivi
SP3,1.07.04.02.008,Spese correnti,Interessi passivi
SP8,1.07.04.02.008,Spese correnti,Interessi passivi
VCE,1.07.04.02.008,Spese correnti,Interessi passivi
VCF,1.07.04.02.008,Spese correnti,Interessi passivi
AAI,1.07.04.02.009,Spese correnti,Interessi passivi
ASP,1.07.04.02.009,Spese correnti,Interessi passivi
EPF,1.07.04.02.009,Spese correnti,Interessi passivi
FLS,1.07.04.02.009,Spese correnti,Interessi passivi
MON,1.07.04.02.009,Spese correnti,Interessi passivi
PRO,1.07.04.02.009,Spese correnti,Interessi passivi
REG,1.07.04.02.009,Spese correnti,Interessi passivi
SP1,1.07.04.02.009,Spese correnti,Interessi passivi
SP3,1.07.04.02.009,Spese correnti,Interessi passivi
SP8,1.07.04.02.009,Spese correnti,Interessi passivi
VCE,1.07.04.02.009,Spese correnti,Interessi passivi
VCF,1.07.04.02.009,Spese correnti,Interessi passivi
AAI,1.07.04.02.010,Spese correnti,Interessi passivi
ASP,1.07.04.02.010,Spese correnti,Interessi passivi
EPF,1.07.04.02.010,Spese correnti,Interessi passivi
FLS,1.07.04.02.010,Spese correnti,Interessi passivi
MON,1.07.04.02.010,Spese correnti,Interessi passivi
PRO,1.07.04.02.010,Spese correnti,Interessi passivi
REG,1.07.04.02.010,Spese correnti,Interessi passivi
SP1,1.07.04.02.010,Spese correnti,Interessi passivi
SP3,1.07.04.02.010,Spese correnti,Interessi passivi
SP8,1.07.04.02.010,Spese correnti,Interessi passivi
VCE,1.07.04.02.010,Spese correnti,Interessi passivi
VCF,1.07.04.02.010,Spese correnti,Interessi passivi
AAI,1.07.04.02.011,Spese correnti,Interessi passivi
ASP,1.07.04.02.011,Spese correnti,Interessi passivi
EPF,1.07.04.02.011,Spese correnti,Interessi passivi
FLS,1.07.04.02.011,Spese correnti,Interessi passivi
MON,1.07.04.02.011,Spese correnti,Interessi passivi
PRO,1.07.04.02.011,Spese correnti,Interessi passivi
REG,1.07.04.02.011,Spese correnti,Interessi passivi
SP1,1.07.04.02.011,Spese correnti,Interessi passivi
SP3,1.07.04.02.011,Spese correnti,Interessi passivi
SP8,1.07.04.02.011,Spese correnti,Interessi passivi
VCE,1.07.04.02.011,Spese correnti,Interessi passivi
VCF,1.07.04.02.011,Spese correnti,Interessi passivi
AAI,1.07.04.02.012,Spese correnti,Interessi passivi
ASP,1.07.04.02.012,Spese correnti,Interessi passivi
EPF,1.07.04.02.012,Spese correnti,Interessi passivi
FLS,1.07.04.02.012,Spese correnti,Interessi passivi
MON,1.07.04.02.012,Spese correnti,Interessi passivi
PRO,1.07.04.02.012,Spese correnti,Interessi passivi
REG,1.07.04.02.012,Spese correnti,Interessi passivi
SP1,1.07.04.02.012,Spese correnti,Interessi passivi
SP3,1.07.04.02.012,Spese correnti,Interessi passivi
SP8,1.07.04.02.012,Spese correnti,Interessi passivi
VCE,1.07.04.02.012,Spese correnti,Interessi passivi
VCF,1.07.04.02.012,Spese correnti,Interessi passivi
AAI,1.07.04.02.013,Spese correnti,Interessi passivi
ASP,1.07.04.02.013,Spese correnti,Interessi passivi
EPF,1.07.04.02.013,Spese correnti,Interessi passivi
FLS,1.07.04.02.013,Spese correnti,Interessi passivi
MON,1.07.04.02.013,Spese correnti,Interessi passivi
PRO,1.07.04.02.013,Spese correnti,Interessi passivi
REG,1.07.04.02.013,Spese correnti,Interessi passivi
SP1,1.07.04.02.013,Spese correnti,Interessi passivi
SP3,1.07.04.02.013,Spese correnti,Interessi passivi
SP8,1.07.04.02.013,Spese correnti,Interessi passivi
VCE,1.07.04.02.013,Spese correnti,Interessi passivi
VCF,1.07.04.02.013,Spese correnti,Interessi passivi
AAI,1.07.04.02.014,Spese correnti,Interessi passivi
ASP,1.07.04.02.014,Spese correnti,Interessi passivi
EPF,1.07.04.02.014,Spese correnti,Interessi passivi
FLS,1.07.04.02.014,Spese correnti,Interessi passivi
MON,1.07.04.02.014,Spese correnti,Interessi passivi
PRO,1.07.04.02.014,Spese correnti,Interessi passivi
REG,1.07.04.02.014,Spese correnti,Interessi passivi
SP1,1.07.04.02.014,Spese correnti,Interessi passivi
SP3,1.07.04.02.014,Spese correnti,Interessi passivi
SP8,1.07.04.02.014,Spese correnti,Interessi passivi
VCE,1.07.04.02.014,Spese correnti,Interessi passivi
VCF,1.07.04.02.014,Spese correnti,Interessi passivi
AAI,1.07.04.02.015,Spese correnti,Interessi passivi
ASP,1.07.04.02.015,Spese correnti,Interessi passivi
EPF,1.07.04.02.015,Spese correnti,Interessi passivi
FLS,1.07.04.02.015,Spese correnti,Interessi passivi
MON,1.07.04.02.015,Spese correnti,Interessi passivi
PRO,1.07.04.02.015,Spese correnti,Interessi passivi
REG,1.07.04.02.015,Spese correnti,Interessi passivi
SP1,1.07.04.02.015,Spese correnti,Interessi passivi
SP3,1.07.04.02.015,Spese correnti,Interessi passivi
